Outcome Date,Animal ID,Name,Outcome Status,Euthanasia Reason,Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Date of Birth,Intake Date,Days in Shelter
10/25/2025 11:12:00 AM,17114,Himari,Transfer Out,,Dog,Female,No,Labrador Retriever,Red,,10/21/2022 12:00:00 AM,10/21/2025 01:43:00 PM,3
12/18/2025 12:17:32 PM,18167,Soot Sprite,Adopted,,Kitten,Male,Yes,Domestic Long Hair,Black,White,09/20/2025 12:00:00 AM,11/20/2025 06:05:00 PM,27
06/03/2025 02:45:00 PM,7684,,Unassisted Death,,Kitten,Male,No,Domestic Medium Hair,Brown Tabby,,04/26/2025 12:00:00 AM,05/16/2025 01:13:00 PM,18
07/25/2025 02:17:00 PM,6171,Sir Henry,Transfer Out,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,01/14/2023 12:00:00 AM,03/01/2025 12:00:00 AM,146
08/15/2025 09:01:00 AM,7753,Juicebox,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Cream,White,04/26/2025 12:00:00 AM,06/12/2025 03:54:00 PM,63
09/14/2025 06:18:11 PM,14024,Aldous,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Black,White,06/05/2025 12:00:00 AM,08/19/2025 12:05:00 PM,26
09/21/2025 05:31:00 PM,15744,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,,09/07/2025 12:00:00 AM,09/21/2025 03:46:00 PM,0
07/13/2025 06:30:00 PM,6412,Farrah,Transfer Out,,Dog,Female,Yes,Doberman Pinscher,Black,Tan,07/29/2024 12:00:00 AM,03/29/2025 12:00:00 AM,106
06/09/2025 06:04:53 PM,6588,*lala,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,04/05/2025 12:00:00 AM,04/17/2025 12:00:00 AM,53
05/12/2025 01:57:00 PM,6897,,Transfer Out,,Dog,Male,No,Japanese Chin,Black,White,12/05/2016 12:00:00 AM,05/05/2025 11:42:00 AM,7
07/30/2025 06:13:41 PM,12427,Lola,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,,03/21/2025 12:00:00 AM,07/21/2025 11:31:00 AM,9
10/25/2025 10:53:00 AM,17120,,Transfer Out,,Puppy,Female,Unknown,Labrador Retriever,Black,,10/14/2025 12:00:00 AM,10/21/2025 01:43:00 PM,3
11/03/2025 06:02:35 PM,17267,Pike,Adopted,,Cat,Female,Yes,Domestic Long Hair,Muted Calico,,10/24/2023 12:00:00 AM,10/24/2025 01:13:00 PM,10
11/12/2025 04:23:10 PM,15509,Salem,Adopted,,Cat,Male,Yes,American Shorthair,Blue,,04/17/2025 12:00:00 AM,09/16/2025 02:34:00 PM,57
06/02/2025 04:41:00 PM,7945,,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Blue,,,05/20/2025 01:44:00 PM,13
07/25/2025 01:50:00 PM,12518,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,07/22/2023 12:00:00 AM,07/22/2025 01:05:00 PM,3
07/23/2025 12:36:00 PM,12220,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Torbie,,,07/16/2025 05:46:00 PM,6
06/07/2025 01:01:00 PM,8845,Unknown,Transfer Out,,Cat,Female,No,Domestic Shorthair,Grey Tabby,,05/27/2025 12:00:00 AM,06/03/2025 10:58:00 AM,4
09/30/2025 02:28:00 PM,16051,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,,09/21/2025 12:00:00 AM,09/28/2025 02:46:00 PM,1
09/26/2025 05:52:00 PM,15990,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Orange Tabby,Orange Tabby,09/19/2025 12:00:00 AM,09/26/2025 04:21:00 PM,0
07/03/2025 12:24:54 PM,8816,Lily,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,04/28/2025 12:00:00 AM,06/02/2025 04:09:00 PM,30
12/28/2025 03:12:00 PM,18825,Shrimp Creole,Transfer Out,,Kitten,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,,09/23/2025 12:00:00 AM,12/02/2025 11:14:00 AM,26
06/05/2025 05:05:00 PM,8058,Victor,Adopted,,Dog,Male,Yes,Dachshund - Smooth,White,Tri Color,04/10/2025 12:00:00 AM,05/22/2025 11:32:00 AM,14
06/14/2025 08:48:00 AM,9426,Charlie,Transfer Out,,Dog,Male,Unknown,Great Pyrenees,White,Brown,06/10/2021 12:00:00 AM,06/10/2025 07:29:00 AM,4
06/09/2025 04:53:00 PM,8689,,Adopted,,Dog,Male,Yes,Poodle - Miniature,Black,,06/04/2022 12:00:00 AM,06/01/2025 08:05:00 AM,8
07/17/2025 09:24:41 AM,6118,Eddie,Adopted,,Dog,Male,Yes,Labrador Retriever,Brown,Tan,11/10/2022 12:00:00 AM,11/10/2024 12:00:00 AM,249
08/26/2025 04:04:00 PM,12354,Marble,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black Tortoiseshell,Black,07/18/2020 12:00:00 AM,07/18/2025 03:51:00 PM,39
07/11/2025 12:33:00 PM,11584,,Transfer Out,,Dog,Female,No,Yorkshire Terrier,Black,Brown,07/07/2022 12:00:00 AM,07/07/2025 11:38:00 AM,4
10/18/2025 03:54:26 PM,16202,Cackles,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue,White,05/01/2025 12:00:00 AM,10/01/2025 02:39:00 PM,17
05/13/2025 08:00:00 PM,6558,*KENTUCKY,Adopted,,Dog,Male,yes,Labrador Retriever,White,,03/12/2025 12:00:00 AM,04/12/2025 12:00:00 AM,31
05/29/2025 04:16:00 PM,6761,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,03/30/2025 12:00:00 AM,04/30/2025 12:00:00 AM,29
09/14/2025 10:05:00 AM,14377,,Unassisted Death,,Mammal,Unknown,Unknown,Skunk - Striped,Black,White,,08/26/2025 07:20:00 PM,18
07/31/2025 04:07:00 PM,12990,,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Orange Tabby,,07/30/2024 12:00:00 AM,07/30/2025 04:28:00 PM,0
09/16/2025 05:32:32 PM,14767,Cersei,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,White,09/02/2020 12:00:00 AM,09/02/2025 02:07:00 PM,14
08/04/2025 04:11:00 PM,12996,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Blue,White,06/25/2025 12:00:00 AM,07/30/2025 04:44:00 PM,4
07/29/2025 05:26:55 PM,12428,,Adopted,,Cat,Male,yes,Domestic Shorthair,Black,White,03/21/2025 12:00:00 AM,07/21/2025 11:31:00 AM,8
10/13/2025 04:42:51 PM,6852,*caspian,Adopted,,Dog,Male,Yes,Great Pyrenees,White,,03/04/2025 12:00:00 AM,05/04/2025 12:00:00 AM,162
08/08/2025 06:03:00 PM,12773,Chloe,Adopted Altered,,Dog,Female,Yes,French Bulldog,White,Black,09/26/2024 12:00:00 AM,08/06/2025 01:33:00 PM,2
08/24/2025 06:02:12 PM,13711,Stevie*,Adopted,,Dog,Female,Yes,Dachshund - Smooth,Chocolate,White,04/03/2025 12:00:00 AM,08/13/2025 11:25:00 AM,11
06/09/2025 04:13:00 PM,8690,,Adopted,,Dog,Male,Yes,Poodle - Miniature,Black,White,06/01/2023 12:00:00 AM,06/01/2025 08:05:00 AM,8
07/12/2025 12:57:00 PM,11406,*ROSE,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,05/01/2025 12:00:00 AM,07/02/2025 07:13:00 PM,9
07/19/2025 01:43:00 PM,6486,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue,Tabby,02/27/2025 12:00:00 AM,04/08/2025 12:00:00 AM,102
08/07/2025 11:39:00 AM,11314,Full Moon,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,,04/15/2025 12:00:00 AM,07/16/2025 11:06:00 AM,22
07/01/2025 04:12:37 PM,8128,Axel,Adopted,,Dog,Male,Yes,Rottweiler,Black,Tan,05/23/2022 12:00:00 AM,05/23/2025 12:21:00 PM,39
05/20/2025 12:00:00 AM,7153,,Adopted,,Cat,Female,yes,Domestic Shorthair,Torbie,Black,03/19/2025 12:00:00 AM,05/14/2025 04:17:00 PM,5
07/15/2025 03:57:00 PM,11735,,Reclaimed,,Dog,Male,No,American Staffordshire Terrier,Red,White,05/10/2025 12:00:00 AM,07/09/2025 03:54:00 PM,6
10/13/2025 07:46:00 PM,16722,,Unassisted Death - In Transit,Rabies Risk,Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,Black,10/13/2023 12:00:00 AM,10/13/2025 01:13:00 PM,0
08/19/2025 10:46:00 AM,12011,Diddle,Adopted Unaltered,,Dog,Female,Yes,Labrador Retriever,Black,White,04/15/2025 12:00:00 AM,07/14/2025 08:55:00 PM,35
06/23/2025 04:40:00 PM,10533,Elsa,Reclaimed,,Dog,Female,No,Border Collie,Tri Color,Black,01/23/2025 12:00:00 AM,06/22/2025 09:34:00 PM,0
07/31/2025 12:27:18 PM,12704,Charlie,Adopted,,Dog,Male,Yes,Schnauzer - Miniature,Silver,,07/24/2011 12:00:00 AM,07/24/2025 04:42:00 PM,6
05/13/2025 03:25:00 PM,7402,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,,04/29/2025 12:00:00 AM,05/13/2025 09:33:00 AM,0
11/06/2025 02:36:00 PM,17518,,Return to Habitat,,Cat,Female,Yes,Domestic Shorthair,Calico,,11/05/2022 12:00:00 AM,10/30/2025 11:09:00 AM,7
08/15/2025 06:35:06 PM,12720,,Adopted,,Cat,Male,yes,Domestic Shorthair,Orange Tabby,,05/25/2025 12:00:00 AM,07/25/2025 11:12:00 AM,21
09/05/2025 12:15:17 PM,13833,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,06/20/2025 12:00:00 AM,08/14/2025 02:13:00 PM,21
11/26/2025 04:31:21 PM,17284,Barnaby,Adopted,,Dog,Male,yes,American Pit Bull Terrier,Sable Fawn/Sooty,,04/28/2024 12:00:00 AM,10/24/2025 07:02:00 PM,32
06/06/2025 04:10:18 PM,8352,Priscilla,Adopted,,Dog,Female,yes,Chihuahua - Smooth,Black,,05/29/2024 12:00:00 AM,05/27/2025 05:14:00 PM,9
06/15/2025 05:10:00 PM,6292,MELON,Transfer Out,,Cat,Male,Yes,BRITISH SH,Apricot,White,03/06/2023 12:00:00 AM,03/06/2025 12:00:00 AM,101
09/23/2025 01:51:00 PM,15409,,Transfer Out,,Cat,Female,No,Domestic Medium Hair,Tortoiseshell,,08/03/2025 12:00:00 AM,09/14/2025 12:34:00 PM,9
11/10/2025 06:32:00 PM,17725,Pixel,Reclaimed,,Dog,Female,No,Chihuahua - Long-hair,Brown,Grey,11/05/2022 12:00:00 AM,11/04/2025 03:16:00 PM,6
08/14/2025 11:26:00 AM,13311,Figaro,Transfer Out,,Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,,08/05/2022 12:00:00 AM,08/05/2025 07:07:00 AM,9
10/23/2025 04:26:00 PM,13792,Baldur,Transfer Out,,Dog,Male,No,German Shepherd,Black,Brown,08/28/2023 12:00:00 AM,08/28/2025 01:44:00 PM,56
07/20/2025 09:23:31 AM,9222,Buddy,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Orange Tabby,White,04/26/2025 12:00:00 AM,06/07/2025 03:34:00 PM,42
09/03/2025 11:15:44 AM,12532,Garfie,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,06/10/2025 12:00:00 AM,07/22/2025 03:25:00 PM,42
12/02/2025 04:05:32 PM,17122,Sweet Potato,Adopted,,Cat,Female,yes,Domestic Shorthair,Orange Tabby,,08/26/2025 12:00:00 AM,10/21/2025 02:06:00 PM,42
09/08/2025 12:57:00 PM,13965,Bubba,Transfer Out,,Dog,Male,No,American Bulldog,White,Brown Brindle,08/18/2021 12:00:00 AM,08/18/2025 09:13:00 AM,21
07/19/2025 11:55:00 AM,12329,,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Grey Tabby,,06/28/2025 12:00:00 AM,07/18/2025 11:35:00 AM,1
07/23/2025 01:05:00 PM,12309,,Transfer Out,,Dog,Unknown,,Fox Terrier - Smooth,White,Black,06/19/2025 12:00:00 AM,07/18/2025 12:48:00 PM,5
09/04/2025 11:19:00 AM,11650,Fudge,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Brown,Brown,05/27/2025 12:00:00 AM,07/08/2025 11:58:00 AM,57
07/16/2025 05:46:27 PM,11719,,Adopted Altered,,Cat,Male,yes,Domestic Shorthair,Brown Tabby,,04/26/2025 12:00:00 AM,07/09/2025 02:27:00 PM,7
07/15/2025 04:07:00 PM,11893,,Euthanized,Suffering,Cat,Male,No,Domestic Shorthair,Orange,White,07/12/2019 12:00:00 AM,07/12/2025 02:24:00 PM,3
11/24/2025 06:01:00 PM,16589,Fizzi,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,Black,09/10/2025 12:00:00 AM,10/09/2025 09:08:00 PM,45
09/09/2025 04:52:00 PM,15037,,Euthanized,Suffering,Cat,Male,No,Domestic Shorthair,Brown Tabby,White,09/06/2020 12:00:00 AM,09/06/2025 11:27:00 AM,3
09/29/2025 06:14:00 PM,13252,Thor,Adopted,,Cat,Female,Yes,Domestic Medium Hair,White,Tabby,05/01/2025 12:00:00 AM,08/04/2025 11:03:00 AM,56
07/24/2025 04:43:39 PM,6396,Bonnie Mae,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,,09/20/2012 12:00:00 AM,03/29/2025 12:00:00 AM,117
07/10/2025 04:15:00 PM,11345,,Euthanized,Rabies Risk,Kitten,Male,No,Domestic Shorthair,Orange Tabby,,05/28/2025 12:00:00 AM,07/02/2025 11:08:00 AM,8
05/19/2025 05:49:00 PM,7777,,Reclaimed,,Dog,Female,No,Labrador Retriever,White,Tan,02/18/2025 12:00:00 AM,05/18/2025 12:19:00 PM,1
08/27/2025 04:16:00 PM,12750,Sugar,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Brown Brindle,White,07/25/2023 12:00:00 AM,07/25/2025 04:34:00 PM,32
07/20/2025 11:42:00 AM,12399,,Reclaimed,,Dog,Female,No,American Pit Bull Terrier,Black,White,07/20/2023 12:00:00 AM,07/20/2025 11:28:00 AM,0
07/17/2025 09:23:53 AM,7975,Madison Booker,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Blue,White,04/22/2025 12:00:00 AM,05/20/2025 04:40:00 PM,57
05/29/2025 03:16:00 PM,8388,,Transfer Out,,Cat,Male,Unknown,Domestic Shorthair,Orange Tabby,,05/14/2025 12:00:00 AM,05/28/2025 12:03:00 PM,1
10/21/2025 04:27:09 PM,16451,Vespor,Adopted,,Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,10/07/2024 12:00:00 AM,10/07/2025 02:32:00 PM,14
08/19/2025 05:32:21 PM,13103,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,,05/18/2025 12:00:00 AM,08/01/2025 12:23:00 PM,18
09/17/2025 04:32:32 PM,14457,Klaus,Adopted,,Dog,Male,Yes,German Shepherd,Tri Color,,03/27/2025 12:00:00 AM,08/27/2025 03:04:00 PM,21
07/12/2025 05:02:31 PM,7472,*MEI LING,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Grey,,05/14/2022 12:00:00 AM,06/24/2025 01:42:00 PM,18
10/29/2025 11:56:00 AM,17438,Opie,Reclaimed,,Dog,Male,No,Chihuahua - Smooth,Cream,,10/28/2020 12:00:00 AM,10/28/2025 01:35:00 PM,0
09/15/2025 02:16:00 PM,6206,Hemi,Adopted,,Dog,Male,Yes,American Bulldog,Brown Brindle,White,02/02/2020 12:00:00 AM,02/02/2025 12:00:00 AM,225
09/10/2025 05:09:54 PM,14576,Sandee,Adopted,,Dog,Female,Yes,Labrador Retriever,Brown,Black,06/27/2025 12:00:00 AM,08/29/2025 12:57:00 PM,12
06/28/2025 11:30:08 AM,6764,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,04/29/2025 12:00:00 AM,04/30/2025 12:00:00 AM,59
06/28/2025 04:30:05 PM,6858,Yellow,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,White,04/10/2025 12:00:00 AM,05/04/2025 12:00:00 AM,55
07/14/2025 04:43:07 PM,11422,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Grey Tabby,,04/21/2025 12:00:00 AM,07/03/2025 12:01:00 PM,11
06/07/2025 11:12:00 AM,8459,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,,04/03/2025 12:00:00 AM,05/29/2025 11:47:00 AM,8
06/07/2025 05:59:00 PM,8937,,Unassisted Death,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,06/04/2011 12:00:00 AM,06/04/2025 12:55:00 PM,3
09/27/2025 01:55:10 PM,9767,Candy,Adopted,,Dog,Female,Yes,Labrador Retriever,Black,,03/21/2025 12:00:00 AM,06/12/2025 07:29:00 PM,106
05/10/2025 12:04:00 PM,6265,*JOJO,Adopted,,Dog,Male,Yes,Labrador Retriever,Black,,09/12/2024 12:00:00 AM,02/27/2025 12:00:00 AM,72
08/28/2025 04:02:00 PM,14285,,Transfer Out,,Dog,Female,No,Pug,Tan,Black,03/11/2025 12:00:00 AM,08/25/2025 02:41:00 PM,3
05/16/2025 03:32:00 PM,7667,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Calico,,05/09/2025 12:00:00 AM,05/16/2025 12:11:00 PM,0
08/08/2025 04:10:00 PM,12753,Chichi,Adopted,,Dog,Female,Yes,Australian Cattle Dog,Brown Brindle,,05/12/2025 12:00:00 AM,07/25/2025 04:34:00 PM,13
10/26/2025 04:51:14 PM,15544,Coconut,Adopted,,Dog,Male,Yes,American Staffordshire Terrier,White,Black,03/17/2024 12:00:00 AM,09/17/2025 11:29:00 AM,39
11/20/2025 09:21:00 AM,18249,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,,11/18/2023 12:00:00 AM,11/18/2025 11:11:00 AM,1
08/27/2025 07:17:08 PM,13657,Sunrise,Adopted,,Dog,Female,yes,American Staffordshire Terrier,Brown,White,08/12/2023 12:00:00 AM,08/12/2025 11:14:00 AM,15
05/30/2025 02:39:00 PM,8099,Giles,Transfer Out,,Cat,Male,Yes,Domestic Shorthair,Black,,05/22/2023 12:00:00 AM,05/22/2025 05:23:00 PM,7
09/06/2025 02:10:13 PM,11847,Lipton,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,05/30/2025 12:00:00 AM,07/11/2025 11:22:00 AM,57
08/15/2025 06:15:36 PM,13474,Bacon,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,12/07/2024 12:00:00 AM,08/07/2025 05:49:00 PM,8
07/05/2025 06:15:00 PM,8372,Sausage,Transfer Out,,Dog,Female,No,German Shepherd,Brown,Black,05/28/2025 12:00:00 AM,05/28/2025 11:46:00 AM,38
11/16/2025 01:07:26 PM,14085,Mungo,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue,Tabby,07/16/2025 12:00:00 AM,08/20/2025 03:46:00 PM,87
06/21/2025 12:09:18 PM,7191,Binx,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Orange Tabby,04/18/2025 12:00:00 AM,05/08/2025 09:44:00 PM,43
11/01/2025 09:10:00 PM,16439,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Bat - Unspecified,Black,,,10/07/2025 12:24:00 PM,25
06/23/2025 07:29:00 AM,10383,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,White,Calico,,06/20/2025 12:40:00 PM,2
07/24/2025 06:27:00 PM,11321,Mouse,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,04/16/2025 12:00:00 AM,07/16/2025 01:37:00 PM,8
07/22/2025 05:26:27 PM,11274,Skippyjohn Jones,Adopted,,Cat,Male,yes,Domestic Shorthair,Flame Point,,05/13/2025 12:00:00 AM,07/01/2025 11:40:00 AM,21
08/22/2025 05:14:00 PM,8373,Honey Baked Ham,Adopted Altered,,Dog,Male,Yes,German Shepherd,White,Cream,05/28/2025 12:00:00 AM,05/28/2025 11:46:00 AM,86
07/17/2025 04:04:00 PM,12263,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,White,06/26/2025 12:00:00 AM,07/17/2025 11:24:00 AM,0
05/30/2025 05:52:00 PM,8298,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,03/18/2025 12:00:00 AM,05/27/2025 12:05:00 PM,3
11/05/2025 06:28:43 PM,12762,Willy,Adopted Altered,,Dog,Male,Yes,Borzoi,White,Brown,07/26/2023 12:00:00 AM,07/26/2025 10:39:00 AM,102
10/13/2025 04:36:39 PM,16279,,Adopted,,Dog,Male,yes,Australian Cattle Dog,Blue Merle,Tan,12/03/2024 12:00:00 AM,10/03/2025 12:09:00 PM,10
08/11/2025 04:52:19 PM,13535,Millie,Adopted,,Cat,Female,Yes,Domestic Long Hair,Tabby,White,01/01/2017 12:00:00 AM,08/08/2025 03:44:00 PM,3
08/08/2025 05:28:52 PM,12982,,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,,05/30/2025 12:00:00 AM,07/30/2025 02:00:00 PM,9
06/04/2025 07:35:00 PM,8991,Ressey,DOA,,Dog,Male,Yes,Jack Russell Terrier,Tri Color,,10/14/2022 12:00:00 AM,06/04/2025 07:29:00 PM,0
07/18/2025 10:16:00 AM,11928,,Unassisted Death,,Cat,Unknown,Unknown,Domestic Shorthair,Orange,White,,07/12/2025 06:23:00 PM,5
11/17/2025 06:32:59 PM,18006,Lou,Adopted,,Dog,Male,yes,Labrador Retriever,Tan,White,09/11/2025 12:00:00 AM,11/10/2025 08:13:00 PM,6
07/09/2025 05:37:39 PM,6797,Jelly,Adopted,,Dog,Male,No,American Pit Bull Terrier,White,Black,01/02/2025 12:00:00 AM,05/01/2025 12:00:00 AM,69
07/17/2025 05:03:00 PM,11793,,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Orange Tabby,04/10/2025 12:00:00 AM,07/10/2025 01:18:00 PM,7
10/31/2025 03:44:00 PM,17480,Hazel,Reclaimed,,Puppy,Female,yes,American Pit Bull Terrier,Tan,White,10/25/2025 12:00:00 AM,10/29/2025 01:23:00 PM,2
06/04/2025 08:45:15 AM,6241,Razzle Dazzle,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,02/19/2024 12:00:00 AM,02/19/2025 12:00:00 AM,105
05/20/2025 06:02:00 PM,7958,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,,05/20/2025 04:00:00 PM,0
07/07/2025 04:21:56 PM,9481,Jalapeño,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,03/23/2025 12:00:00 AM,07/06/2025 11:49:00 AM,1
11/25/2025 06:28:40 PM,16928,Rico,Adopted,,Cat,Male,yes,Domestic Shorthair,Blue,,06/20/2025 12:00:00 AM,10/17/2025 12:14:00 PM,39
05/22/2025 01:09:00 PM,8061,,Transfer Out,,Cat,Female,No,Domestic Shorthair,White,Blue,05/08/2025 12:00:00 AM,05/22/2025 11:41:00 AM,0
07/24/2025 04:20:58 PM,11907,Cylis,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,White,03/27/2013 12:00:00 AM,07/12/2025 11:16:00 AM,12
05/18/2025 05:50:00 PM,6980,Elly,Adopted,,Dog,Female,Yes,Border Collie,White,Black,05/06/2024 12:00:00 AM,05/06/2025 11:23:00 AM,12
06/03/2025 01:15:00 PM,6837,,Transfer Out,,Dog,Unknown,No,Boxer,Brown,,05/03/2025 12:00:00 AM,05/01/2025 12:00:00 AM,33
06/06/2025 06:23:00 PM,6669,Pounce,Adopted,,Cat,Female,Yes,Domestic Shorthair,White,Brown Tabby,03/24/2025 12:00:00 AM,04/24/2025 12:00:00 AM,43
11/10/2025 12:24:00 PM,17938,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Fox - Red,Brown,,11/09/2024 12:00:00 AM,11/09/2025 06:49:00 PM,0
06/28/2025 03:27:00 PM,6218,Boo Bear,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,,02/10/2021 12:00:00 AM,02/10/2025 12:00:00 AM,138
10/21/2025 07:08:00 AM,16842,,Transfer Out,,Cat,Unknown,No,Domestic Shorthair,Brown Tabby,,05/15/2025 12:00:00 AM,10/15/2025 11:39:00 AM,5
10/09/2025 02:47:00 PM,16326,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Blue,,09/20/2025 12:00:00 AM,10/04/2025 02:46:00 PM,5
06/22/2025 10:55:00 AM,10421,,Unassisted Death,,Kitten,Male,No,Domestic Shorthair,Black,,05/30/2025 12:00:00 AM,06/20/2025 02:11:00 PM,1
08/26/2025 06:35:20 PM,13880,,Adopted,,Cat,Female,yes,Domestic Medium Hair,Calico,,08/16/2024 12:00:00 AM,08/15/2025 02:32:00 PM,11
11/15/2025 01:16:00 PM,15310,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Raccoon,Black,Grey,09/12/2024 12:00:00 AM,09/12/2025 10:26:00 AM,64
11/10/2025 05:58:00 PM,17732,Jingus,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,,11/04/2023 12:00:00 AM,11/04/2025 04:28:00 PM,6
09/19/2025 06:58:00 PM,15606,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,08/28/2025 12:00:00 AM,09/18/2025 01:45:00 PM,1
08/05/2025 03:00:00 PM,12911,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown,Tabby,07/08/2025 12:00:00 AM,07/29/2025 02:40:00 PM,7
06/26/2025 04:54:54 PM,8455,Tiny Tot,Adopted,,Dog,Female,yes,Australian Cattle Dog,Black,,04/20/2025 12:00:00 AM,05/29/2025 11:19:00 AM,28
07/03/2025 10:35:00 AM,10942,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,06/27/2023 12:00:00 AM,06/26/2025 04:21:00 PM,6
05/06/2025 06:30:00 PM,6366,FLUFFY,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Orange Tabby,,04/08/2013 12:00:00 AM,03/19/2025 12:00:00 AM,48
09/04/2025 04:03:30 PM,10894,Willow,Adopted,,Cat,Female,yes,Domestic Shorthair,Blue Cream Calico,White,05/16/2025 12:00:00 AM,06/26/2025 11:19:00 AM,70
05/24/2025 05:44:00 PM,6310,Diamond,Transfer Out,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,03/09/2025 12:00:00 AM,03/09/2025 12:00:00 AM,76
06/13/2025 12:02:00 PM,9478,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Orange,06/10/2024 12:00:00 AM,06/10/2025 11:36:00 AM,3
05/27/2025 01:09:00 PM,8270,,Transfer Out,,Dog,Male,No,Great Pyrenees,Tan,White,05/06/2025 12:00:00 AM,05/27/2025 09:45:00 AM,0
05/31/2025 07:01:00 PM,8675,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,05/24/2025 12:00:00 AM,05/31/2025 02:49:00 PM,0
06/15/2025 01:03:00 PM,8953,,DOA,,Cat,Unknown,Unknown,Domestic Shorthair,Orange,,,06/04/2025 01:51:00 PM,10
09/12/2025 09:05:00 AM,15224,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,,09/10/2023 12:00:00 AM,09/10/2025 12:42:00 PM,1
09/28/2025 02:46:00 PM,15928,,Reclaimed,,Dog,Female,No,American Pit Bull Terrier,Cream,,07/25/2025 12:00:00 AM,09/25/2025 01:41:00 PM,3
